region_level,region_name,region_code,lifecycle_ar5_gwp100_kgco2e_per_mwh,nominal_index_screening_winner,active_assumption_blocks,critical_competitor,critical_equal_half_width_pct,robust_through_99_9999_pct,bound_structure,interpretation
BA,Duke Energy Carolinas,DUK,327.7243132921762,Two-phase,all four equal-width,One-phase,1.3391967125527873,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,"Duke Energy Florida, Inc.",FPC,535.3369989299163,Two-phase,grid only,none below 100%,,True,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,"Duke Energy Florida, Inc.",FPC,535.3369989299163,Two-phase,use phase only,One-phase,2.8822999080668654,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,"Duke Energy Florida, Inc.",FPC,535.3369989299163,Two-phase,embodied only,One-phase,26.995518404577467,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,"Duke Energy Florida, Inc.",FPC,535.3369989299163,Two-phase,service equivalence only,One-phase,2.6042457117025135,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,"Duke Energy Florida, Inc.",FPC,535.3369989299163,Two-phase,all four equal-width,One-phase,1.3015230725159532,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Duke Energy Progress East,CPLE,277.74181738396925,Two-phase,grid only,none below 100%,,True,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Duke Energy Progress East,CPLE,277.74181738396925,Two-phase,use phase only,One-phase,3.2708449084865645,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Duke Energy Progress East,CPLE,277.74181738396925,Two-phase,embodied only,One-phase,15.89945486250027,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Duke Energy Progress East,CPLE,277.74181738396925,Two-phase,service equivalence only,One-phase,2.712771923547436,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Duke Energy Progress East,CPLE,277.74181738396925,Two-phase,all four equal-width,One-phase,1.3552480238997577,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Duke Energy Progress West,CPLW,82.777537488305,Two-phase,grid only,none below 100%,,True,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Duke Energy Progress West,CPLW,82.777537488305,Two-phase,use phase only,Cold plate,4.945096068356786,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Duke Energy Progress West,CPLW,82.777537488305,Two-phase,embodied only,Cold plate,7.379330355759091,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Duke Energy Progress West,CPLW,82.777537488305,Two-phase,service equivalence only,Cold plate,2.9609083841796724,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Duke Energy Progress West,CPLW,82.777537488305,Two-phase,all four equal-width,Cold plate,1.4785696153010288,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,El Paso Electric Company,EPE,491.10527833727076,Two-phase,grid only,none below 100%,,True,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,El Paso Electric Company,EPE,491.10527833727076,Two-phase,use phase only,One-phase,2.920043630616892,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,El Paso Electric Company,EPE,491.10527833727076,Two-phase,embodied only,One-phase,25.09021109515543,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,El Paso Electric Company,EPE,491.10527833727076,Two-phase,service equivalence only,One-phase,2.615631732610802,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,El Paso Electric Company,EPE,491.10527833727076,Two-phase,all four equal-width,One-phase,1.3071566273459847,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,"Electric Reliability Council of Texas, Inc.",ERCO,402.1761089059627,Two-phase,grid only,none below 100%,,True,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,"Electric Reliability Council of Texas, Inc.",ERCO,402.1761089059627,Two-phase,use phase only,One-phase,3.0210411045438756,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,"Electric Reliability Council of Texas, Inc.",ERCO,402.1761089059627,Two-phase,embodied only,One-phase,21.259534958933013,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,"Electric Reliability Council of Texas, Inc.",ERCO,402.1761089059627,Two-phase,service equivalence only,One-phase,2.6451567214269445,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,"Electric Reliability Council of Texas, Inc.",ERCO,402.1761089059627,Two-phase,all four equal-width,One-phase,1.3217680821204225,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Florida Municipal Power Pool,FMPP,579.3221770711856,Two-phase,grid only,none below 100%,,True,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Florida Municipal Power Pool,FMPP,579.3221770711856,Two-phase,use phase only,One-phase,2.8504799514410872,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Florida Municipal Power Pool,FMPP,579.3221770711856,Two-phase,embodied only,One-phase,28.8902057532927,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Florida Municipal Power Pool,FMPP,579.3221770711856,Two-phase,service equivalence only,One-phase,2.5944919104405773,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Florida Municipal Power Pool,FMPP,579.3221770711856,Two-phase,all four equal-width,One-phase,1.2966976219220938,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Florida Power & Light Co.,FPL,365.4934416250191,Two-phase,grid only,none below 100%,,True,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Florida Power & Light Co.,FPL,365.4934416250191,Two-phase,use phase only,One-phase,3.077011615642433,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Florida Power & Light Co.,FPL,365.4934416250191,Two-phase,embodied only,One-phase,19.679407548942457,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Florida Power & Light Co.,FPL,365.4934416250191,Two-phase,service equivalence only,One-phase,2.6609531657465384,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Florida Power & Light Co.,FPL,365.4934416250191,Two-phase,all four equal-width,One-phase,1.3295874207262748,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Gainesville Regional Utilities,GVL,786.3374408098942,Two-phase,grid only,none below 100%,,True,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Gainesville Regional Utilities,GVL,786.3374408098942,Two-phase,use phase only,One-phase,2.7485111008891674,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
BA,Gainesville Regional Utilities,GVL,786.3374408098942,Two-phase,embodied only,One-phase,37.80750966728238,False,"Shared nonnegative grid multiplier; independent technology-specific use, embodied, and service multipliers; equal relative half-width for active blocks.","Deterministic set-bounded numerical certificate, not a probability, confidence interval, or physical validation."
