context,base_factor_kgco2e_per_mwh,stress_envelope,active_assumption_blocks,latent_technology_correlation,iterations,technology,first_rank_frequency_pct,cold_plate_below_one_phase_frequency_pct,median_first_to_second_margin_pct,base_seed,scenario_seed_hex,interpretation
2023 U.S. generation,349.6670732319829,narrow,embodied only,0.0,20000,One-phase,0.0,22.725,5.279401564676467,20250730,95bca2176ec8c0dc,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,embodied only,0.0,20000,Two-phase,100.0,22.725,5.279401564676467,20250730,95bca2176ec8c0dc,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,embodied only,0.5,20000,Air-cooled,0.0,14.03,5.414400551391962,20250730,5f688736ce362fca,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,embodied only,0.5,20000,Cold plate,0.0,14.03,5.414400551391962,20250730,5f688736ce362fca,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,embodied only,0.5,20000,One-phase,0.0,14.03,5.414400551391962,20250730,5f688736ce362fca,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,embodied only,0.5,20000,Two-phase,100.0,14.03,5.414400551391962,20250730,5f688736ce362fca,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,embodied only,1.0,20000,Air-cooled,0.0,0.0,5.483700685656134,20250730,d5e7d4e75573997f,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,embodied only,1.0,20000,Cold plate,0.0,0.0,5.483700685656134,20250730,d5e7d4e75573997f,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,embodied only,1.0,20000,One-phase,0.0,0.0,5.483700685656134,20250730,d5e7d4e75573997f,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,embodied only,1.0,20000,Two-phase,100.0,0.0,5.483700685656134,20250730,d5e7d4e75573997f,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,service equivalence only,0.0,20000,Air-cooled,0.0,14.66,5.392246383154953,20250730,7e41ab73ac024235,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,service equivalence only,0.0,20000,Cold plate,0.0,14.66,5.392246383154953,20250730,7e41ab73ac024235,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,service equivalence only,0.0,20000,One-phase,0.0,14.66,5.392246383154953,20250730,7e41ab73ac024235,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,service equivalence only,0.0,20000,Two-phase,100.0,14.66,5.392246383154953,20250730,7e41ab73ac024235,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,service equivalence only,0.5,20000,Air-cooled,0.0,6.56,5.456709147316497,20250730,d800bff18839e84f,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,service equivalence only,0.5,20000,Cold plate,0.0,6.56,5.456709147316497,20250730,d800bff18839e84f,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,service equivalence only,0.5,20000,One-phase,0.0,6.56,5.456709147316497,20250730,d800bff18839e84f,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,service equivalence only,0.5,20000,Two-phase,100.0,6.56,5.456709147316497,20250730,d800bff18839e84f,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,service equivalence only,1.0,20000,Air-cooled,0.0,0.0,5.48363392201161,20250730,f2c65bc7967f80d9,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,service equivalence only,1.0,20000,Cold plate,0.0,0.0,5.48363392201161,20250730,f2c65bc7967f80d9,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,service equivalence only,1.0,20000,One-phase,0.0,0.0,5.48363392201161,20250730,f2c65bc7967f80d9,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,service equivalence only,1.0,20000,Two-phase,100.0,0.0,5.48363392201161,20250730,f2c65bc7967f80d9,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,all four blocks,0.0,20000,Air-cooled,0.0,29.425,5.102262636157972,20250730,0b4658d5fb1b74c6,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,all four blocks,0.0,20000,Cold plate,0.075,29.425,5.102262636157972,20250730,0b4658d5fb1b74c6,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,all four blocks,0.0,20000,One-phase,0.735,29.425,5.102262636157972,20250730,0b4658d5fb1b74c6,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,all four blocks,0.0,20000,Two-phase,99.19,29.425,5.102262636157972,20250730,0b4658d5fb1b74c6,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,all four blocks,0.5,20000,Air-cooled,0.0,21.38,5.303839441123614,20250730,0965ce2fe317dd2a,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,all four blocks,0.5,20000,Cold plate,0.0,21.38,5.303839441123614,20250730,0965ce2fe317dd2a,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,all four blocks,0.5,20000,One-phase,0.03,21.38,5.303839441123614,20250730,0965ce2fe317dd2a,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,all four blocks,0.5,20000,Two-phase,99.97,21.38,5.303839441123614,20250730,0965ce2fe317dd2a,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,all four blocks,1.0,20000,Air-cooled,0.0,0.0,5.484048710662925,20250730,a8f4b6323684a7fd,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,all four blocks,1.0,20000,Cold plate,0.0,0.0,5.484048710662925,20250730,a8f4b6323684a7fd,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,all four blocks,1.0,20000,One-phase,0.0,0.0,5.484048710662925,20250730,a8f4b6323684a7fd,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,narrow,all four blocks,1.0,20000,Two-phase,100.0,0.0,5.484048710662925,20250730,a8f4b6323684a7fd,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,grid only,0.0,20000,Air-cooled,0.0,0.0,5.483610971630737,20250730,2ba5f047379ffe79,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,grid only,0.0,20000,Cold plate,0.0,0.0,5.483610971630737,20250730,2ba5f047379ffe79,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,grid only,0.0,20000,One-phase,0.0,0.0,5.483610971630737,20250730,2ba5f047379ffe79,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,grid only,0.0,20000,Two-phase,100.0,0.0,5.483610971630737,20250730,2ba5f047379ffe79,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,grid only,0.5,20000,Air-cooled,0.0,0.0,5.483616758778953,20250730,283882a230547c49,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,grid only,0.5,20000,Cold plate,0.0,0.0,5.483616758778953,20250730,283882a230547c49,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,grid only,0.5,20000,One-phase,0.0,0.0,5.483616758778953,20250730,283882a230547c49,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,grid only,0.5,20000,Two-phase,100.0,0.0,5.483616758778953,20250730,283882a230547c49,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,grid only,1.0,20000,Air-cooled,0.0,0.0,5.483573024269795,20250730,593c8e99d5c5565a,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,grid only,1.0,20000,Cold plate,0.0,0.0,5.483573024269795,20250730,593c8e99d5c5565a,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,grid only,1.0,20000,One-phase,0.0,0.0,5.483573024269795,20250730,593c8e99d5c5565a,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,grid only,1.0,20000,Two-phase,100.0,0.0,5.483573024269795,20250730,593c8e99d5c5565a,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,use phase only,0.0,20000,Air-cooled,0.0,31.64,4.962134624407533,20250730,741880dfe93de7bc,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,use phase only,0.0,20000,Cold plate,0.18,31.64,4.962134624407533,20250730,741880dfe93de7bc,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,use phase only,0.0,20000,One-phase,1.53,31.64,4.962134624407533,20250730,741880dfe93de7bc,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,use phase only,0.0,20000,Two-phase,98.29,31.64,4.962134624407533,20250730,741880dfe93de7bc,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,use phase only,0.5,20000,Air-cooled,0.0,24.49,5.24642168536078,20250730,fc5b267605513df6,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,use phase only,0.5,20000,Cold plate,0.0,24.49,5.24642168536078,20250730,fc5b267605513df6,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,use phase only,0.5,20000,One-phase,0.095,24.49,5.24642168536078,20250730,fc5b267605513df6,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,use phase only,0.5,20000,Two-phase,99.905,24.49,5.24642168536078,20250730,fc5b267605513df6,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,use phase only,1.0,20000,Air-cooled,0.0,0.0,5.483574952034164,20250730,7a27ddf450ea8674,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,use phase only,1.0,20000,Cold plate,0.0,0.0,5.483574952034164,20250730,7a27ddf450ea8674,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,use phase only,1.0,20000,One-phase,0.0,0.0,5.483574952034164,20250730,7a27ddf450ea8674,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,use phase only,1.0,20000,Two-phase,100.0,0.0,5.483574952034164,20250730,7a27ddf450ea8674,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,embodied only,0.0,20000,Air-cooled,0.0,38.245,4.3548661822583545,20250730,ea32667879342b1d,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,embodied only,0.0,20000,Cold plate,3.97,38.245,4.3548661822583545,20250730,ea32667879342b1d,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,embodied only,0.0,20000,One-phase,9.28,38.245,4.3548661822583545,20250730,ea32667879342b1d,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,embodied only,0.0,20000,Two-phase,86.75,38.245,4.3548661822583545,20250730,ea32667879342b1d,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,embodied only,0.5,20000,Air-cooled,0.0,33.13,4.839975004063801,20250730,a7f1d03d04d4ae3c,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,embodied only,0.5,20000,Cold plate,0.765,33.13,4.839975004063801,20250730,a7f1d03d04d4ae3c,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,embodied only,0.5,20000,One-phase,3.06,33.13,4.839975004063801,20250730,a7f1d03d04d4ae3c,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,embodied only,0.5,20000,Two-phase,96.175,33.13,4.839975004063801,20250730,a7f1d03d04d4ae3c,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,embodied only,1.0,20000,Air-cooled,0.0,0.0,5.484580848639997,20250730,0470fe639c2c61a2,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,embodied only,1.0,20000,Cold plate,0.0,0.0,5.484580848639997,20250730,0470fe639c2c61a2,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,embodied only,1.0,20000,One-phase,0.0,0.0,5.484580848639997,20250730,0470fe639c2c61a2,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,embodied only,1.0,20000,Two-phase,100.0,0.0,5.484580848639997,20250730,0470fe639c2c61a2,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,service equivalence only,0.0,20000,Air-cooled,0.0,33.83,4.757468390025011,20250730,d334bbb1b75b291d,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,service equivalence only,0.0,20000,Cold plate,0.725,33.83,4.757468390025011,20250730,d334bbb1b75b291d,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,service equivalence only,0.0,20000,One-phase,3.28,33.83,4.757468390025011,20250730,d334bbb1b75b291d,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,service equivalence only,0.0,20000,Two-phase,95.995,33.83,4.757468390025011,20250730,d334bbb1b75b291d,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,service equivalence only,0.5,20000,Air-cooled,0.0,27.51,5.137508255507262,20250730,e11b56339e834d81,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,service equivalence only,0.5,20000,Cold plate,0.03,27.51,5.137508255507262,20250730,e11b56339e834d81,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,service equivalence only,0.5,20000,One-phase,0.51,27.51,5.137508255507262,20250730,e11b56339e834d81,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,service equivalence only,0.5,20000,Two-phase,99.46,27.51,5.137508255507262,20250730,e11b56339e834d81,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,service equivalence only,1.0,20000,Air-cooled,0.0,0.0,5.48363392201161,20250730,7572f32b057f673a,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,service equivalence only,1.0,20000,Cold plate,0.0,0.0,5.48363392201161,20250730,7572f32b057f673a,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,service equivalence only,1.0,20000,One-phase,0.0,0.0,5.48363392201161,20250730,7572f32b057f673a,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,service equivalence only,1.0,20000,Two-phase,100.0,0.0,5.48363392201161,20250730,7572f32b057f673a,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,all four blocks,0.0,20000,Air-cooled,0.0,41.485,4.307472962740155,20250730,bbe66f434fda9dab,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,all four blocks,0.0,20000,Cold plate,9.2,41.485,4.307472962740155,20250730,bbe66f434fda9dab,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
2023 U.S. generation,349.6670732319829,screening,all four blocks,0.0,20000,One-phase,14.63,41.485,4.307472962740155,20250730,bbe66f434fda9dab,Declared triangular-marginal stress with Gaussian-copula dependence; the latent correlation and frequencies are not fitted uncertainty or confidence.
